,meta.native-id,platform,tile,start_time,end_time,reach,red,green,nir,ndti,ndvi,qc_fail_pixels,total_pixels
0,HLS.S30.T48PXA.2021275T031539.v2.0,Sentinel-2B,PXA,2021-10-02T03:34:13.763Z,2021-10-02T03:34:13.763Z,0,,,,,,5099.0,5099.0
1,HLS.S30.T48PWA.2021275T031539.v2.0,Sentinel-2B,PWA,2021-10-02T03:34:16.878Z,2021-10-02T03:34:16.878Z,0,,,,,,5099.0,5099.0
2,HLS.S30.T48PXV.2021275T031539.v2.0,Sentinel-2B,PXV,2021-10-02T03:34:28.373Z,2021-10-02T03:34:28.373Z,0,,,,,,2292.0,2292.0
3,HLS.S30.T48PWV.2021275T031539.v2.0,Sentinel-2B,PWV,2021-10-02T03:34:31.613Z,2021-10-02T03:34:31.613Z,0,,,,,,2292.0,2292.0
4,HLS.S30.T48PXA.2021280T031621.v2.0,Sentinel-2A,PXA,2021-10-07T03:34:19.139Z,2021-10-07T03:34:19.139Z,0,7059.0,7200.0,6947.0,-0.009581089951097965,-0.007923477329313755,0.0,5099.0
5,HLS.S30.T48PWA.2021280T031621.v2.0,Sentinel-2A,PWA,2021-10-07T03:34:22.258Z,2021-10-07T03:34:22.258Z,0,7053.0,7190.0,6937.0,-0.00936158187687397,-0.00819083210080862,0.0,5099.0
6,HLS.S30.T48PXA.2021285T031649.v2.0,Sentinel-2B,PXA,2021-10-12T03:34:15.133Z,2021-10-12T03:34:15.133Z,0,,,,,,5099.0,5099.0
7,HLS.S30.T48PWA.2021285T031649.v2.0,Sentinel-2B,PWA,2021-10-12T03:34:18.252Z,2021-10-12T03:34:18.252Z,0,,,,,,5099.0,5099.0
8,HLS.S30.T48PXV.2021285T031649.v2.0,Sentinel-2B,PXV,2021-10-12T03:34:29.750Z,2021-10-12T03:34:29.750Z,0,,,,,,2292.0,2292.0
9,HLS.S30.T48PWV.2021285T031649.v2.0,Sentinel-2B,PWV,2021-10-12T03:34:32.989Z,2021-10-12T03:34:32.989Z,0,,,,,,2292.0,2292.0
10,HLS.S30.T48PWA.2021290T031731.v2.0,Sentinel-2A,PWA,2021-10-17T03:34:22.617Z,2021-10-17T03:34:22.617Z,0,9137.0,9264.0,9337.0,-0.006608284544199705,0.010763156227767467,0.0,5099.0
11,HLS.S30.T48PWV.2021290T031731.v2.0,Sentinel-2A,PWV,2021-10-17T03:34:37.350Z,2021-10-17T03:34:37.350Z,0,9130.0,9247.0,9331.0,-0.006528480444103479,0.0108217503875494,0.0,2292.0
12,HLS.S30.T48PXA.2021295T031759.v2.0,Sentinel-2B,PXA,2021-10-22T03:34:15.634Z,2021-10-22T03:34:15.634Z,0,1317.0,1015.0,1186.0,0.12573839724063873,-0.05180533602833748,4174.0,5099.0
13,HLS.S30.T48PWA.2021295T031759.v2.0,Sentinel-2B,PWA,2021-10-22T03:34:18.753Z,2021-10-22T03:34:18.753Z,0,1310.0,985.0,1208.0,0.12494774162769318,-0.046171169728040695,1971.0,5099.0
14,HLS.S30.T48PXV.2021295T031759.v2.0,Sentinel-2B,PXV,2021-10-22T03:34:30.252Z,2021-10-22T03:34:30.252Z,0,,,,,,2292.0,2292.0
15,HLS.S30.T48PWV.2021295T031759.v2.0,Sentinel-2B,PWV,2021-10-22T03:34:33.492Z,2021-10-22T03:34:33.492Z,0,1078.0,851.0,941.0,0.11736752092838287,-0.06727932393550873,888.0,2292.0
16,HLS.L30.T48PWA.2021296T031328.v2.0,LANDSAT-8,PWA,2021-10-23T03:13:28.975Z,2021-10-23T03:13:52.879Z,0,,,,,,5099.0,5099.0
17,HLS.L30.T48PXA.2021296T031328.v2.0,LANDSAT-8,PXA,2021-10-23T03:13:28.975Z,2021-10-23T03:13:52.879Z,0,,,,,,5099.0,5099.0
18,HLS.L30.T48PWV.2021296T031352.v2.0,LANDSAT-8,PWV,2021-10-23T03:13:52.879Z,2021-10-23T03:13:52.879Z,0,,,,,,2292.0,2292.0
19,HLS.L30.T48PXV.2021296T031352.v2.0,LANDSAT-8,PXV,2021-10-23T03:13:52.879Z,2021-10-23T03:13:52.879Z,0,,,,,,2292.0,2292.0
20,HLS.L30.T48PXA.2021303T031939.v2.0,LANDSAT-8,PXA,2021-10-30T03:19:39.536Z,2021-10-30T03:20:03.444Z,0,1179.0,985.0,347.0,0.08876298367977142,-0.5439524054527283,3072.0,5069.0
21,HLS.L30.T48PWA.2021303T031939.v2.0,LANDSAT-8,PWA,2021-10-30T03:19:39.536Z,2021-10-30T03:20:03.444Z,0,1179.0,985.0,347.0,0.08876298367977142,-0.5439524054527283,3072.0,5069.0
22,HLS.L30.T48PWV.2021303T032003.v2.0,LANDSAT-8,PWV,2021-10-30T03:20:03.444Z,2021-10-30T03:20:03.444Z,0,1231.5,1043.0,603.0,0.0833909660577774,-0.34343385696411133,2286.0,2292.0
23,HLS.L30.T48PXV.2021303T032003.v2.0,LANDSAT-8,PXV,2021-10-30T03:20:03.444Z,2021-10-30T03:20:03.444Z,0,1231.5,1043.0,603.0,0.08359621465206146,-0.34343385696411133,2286.0,2292.0
24,HLS.S30.T48PXA.2021305T031859.v2.0,Sentinel-2B,PXA,2021-11-01T03:34:15.217Z,2021-11-01T03:34:15.217Z,0,1084.0,891.0,914.0,0.09696175158023834,-0.08742210268974304,7.0,5099.0
25,HLS.S30.T48PWA.2021305T031859.v2.0,Sentinel-2B,PWA,2021-11-01T03:34:18.335Z,2021-11-01T03:34:18.335Z,0,1081.0,889.0,906.0,0.09693621098995209,-0.09072478115558624,0.0,5099.0
26,HLS.S30.T48PXV.2021305T031859.v2.0,Sentinel-2B,PXV,2021-11-01T03:34:29.835Z,2021-11-01T03:34:29.835Z,0,1088.0,907.0,910.0,0.09186603128910065,-0.09035840630531311,0.0,2292.0
27,HLS.S30.T48PWV.2021305T031859.v2.0,Sentinel-2B,PWV,2021-11-01T03:34:33.076Z,2021-11-01T03:34:33.076Z,0,1092.0,909.0,918.0,0.0921209305524826,-0.08735011518001556,0.0,2292.0
28,HLS.L30.T48PWA.2021309T031336.v2.0,LANDSAT-9,PWA,2021-11-05T03:13:36.397Z,2021-11-05T03:14:00.254Z,0,930.0,849.0,313.0,0.04568528011441231,-0.4943457245826721,0.0,5099.0
29,HLS.L30.T48PXA.2021309T031336.v2.0,LANDSAT-9,PXA,2021-11-05T03:13:36.397Z,2021-11-05T03:14:00.254Z,0,930.0,849.0,313.0,0.04568528011441231,-0.4943457245826721,0.0,5099.0
30,HLS.L30.T48PWV.2021309T031400.v2.0,LANDSAT-9,PWV,2021-11-05T03:14:00.254Z,2021-11-05T03:14:00.254Z,0,929.0,858.0,308.0,0.04020101577043533,-0.5016129016876221,0.0,2292.0
31,HLS.L30.T48PXV.2021309T031400.v2.0,LANDSAT-9,PXV,2021-11-05T03:14:00.254Z,2021-11-05T03:14:00.254Z,0,929.0,858.0,308.0,0.040223464369773865,-0.5016129016876221,0.0,2292.0
32,HLS.S30.T48PXA.2021310T031931.v2.0,Sentinel-2A,PXA,2021-11-06T03:34:17.562Z,2021-11-06T03:34:17.562Z,0,1069.0,950.0,883.0,0.05601558834314346,-0.08582834154367447,5014.0,5099.0
33,HLS.S30.T48PWA.2021310T031931.v2.0,Sentinel-2A,PWA,2021-11-06T03:34:20.678Z,2021-11-06T03:34:20.678Z,0,1060.0,937.0,868.0,0.05927051603794098,-0.0885947048664093,5016.0,5099.0
34,HLS.S30.T48PXV.2021310T031931.v2.0,Sentinel-2A,PXV,2021-11-06T03:34:31.509Z,2021-11-06T03:34:38.232Z,0,1055.5,917.5,817.5,0.06441177427768707,-0.12665987014770508,2268.0,2292.0
35,HLS.S30.T48PWV.2021310T031931.v2.0,Sentinel-2A,PWV,2021-11-06T03:34:33.119Z,2021-11-06T03:34:39.855Z,0,,,,,,2292.0,2292.0
36,HLS.L30.T48PXA.2021312T031326.v2.0,LANDSAT-8,PXA,2021-11-08T03:13:26.719Z,2021-11-08T03:13:50.623Z,0,,,,,,5046.0,5046.0
37,HLS.L30.T48PWA.2021312T031326.v2.0,LANDSAT-8,PWA,2021-11-08T03:13:26.719Z,2021-11-08T03:13:50.623Z,0,,,,,,5046.0,5046.0
38,HLS.L30.T48PWV.2021312T031350.v2.0,LANDSAT-8,PWV,2021-11-08T03:13:50.623Z,2021-11-08T03:13:50.623Z,0,,,,,,2269.0,2269.0
39,HLS.L30.T48PXV.2021312T031350.v2.0,LANDSAT-8,PXV,2021-11-08T03:13:50.623Z,2021-11-08T03:13:50.623Z,0,,,,,,2269.0,2269.0
40,HLS.L30.T48PXA.2021314T031604.v2.0,LANDSAT-9,PXA,2021-11-10T03:16:04.962Z,2021-11-10T03:16:28.823Z,0,,,,,,5099.0,5099.0
41,HLS.L30.T48PWA.2021314T031604.v2.0,LANDSAT-9,PWA,2021-11-10T03:16:04.962Z,2021-11-10T03:16:28.823Z,0,,,,,,5099.0,5099.0
42,HLS.L30.T48PWV.2021314T031628.v2.0,LANDSAT-9,PWV,2021-11-10T03:16:28.823Z,2021-11-10T03:16:28.823Z,0,,,,,,2292.0,2292.0
43,HLS.L30.T48PXV.2021314T031628.v2.0,LANDSAT-9,PXV,2021-11-10T03:16:28.823Z,2021-11-10T03:16:28.823Z,0,,,,,,2292.0,2292.0
44,HLS.S30.T48PXA.2021315T031949.v2.0,Sentinel-2B,PXA,2021-11-11T03:34:13.644Z,2021-11-11T03:34:13.644Z,0,,,,,,5099.0,5099.0
45,HLS.S30.T48PWA.2021315T031949.v2.0,Sentinel-2B,PWA,2021-11-11T03:34:16.760Z,2021-11-11T03:34:16.760Z,0,,,,,,5099.0,5099.0
46,HLS.L30.T48PXA.2021319T031833.v2.0,LANDSAT-9,PXA,2021-11-15T03:18:33.019Z,2021-11-15T03:18:56.868Z,0,575.0,650.0,110.0,-0.05815831944346428,-0.6522911190986633,700.0,5087.0
47,HLS.L30.T48PWA.2021319T031833.v2.0,LANDSAT-9,PWA,2021-11-15T03:18:33.019Z,2021-11-15T03:18:56.868Z,0,575.0,650.0,110.0,-0.05815831944346428,-0.6522911190986633,700.0,5087.0
48,HLS.L30.T48PXV.2021319T031856.v2.0,LANDSAT-9,PXV,2021-11-15T03:18:56.868Z,2021-11-15T03:18:56.868Z,0,518.0,597.0,60.0,-0.06799336522817612,-0.7896494269371033,569.0,2242.0
49,HLS.L30.T48PWV.2021319T031856.v2.0,LANDSAT-9,PWV,2021-11-15T03:18:56.868Z,2021-11-15T03:18:56.868Z,0,518.0,597.0,60.0,-0.06797853112220764,-0.7896494269371033,569.0,2242.0
50,HLS.L30.T48PXA.2021319T031934.v2.0,LANDSAT-8,PXA,2021-11-15T03:19:34.731Z,2021-11-15T03:19:58.635Z,0,590.0,655.0,121.0,-0.0495770238339901,-0.6582445502281189,1758.0,4962.0
51,HLS.L30.T48PWA.2021319T031934.v2.0,LANDSAT-8,PWA,2021-11-15T03:19:34.731Z,2021-11-15T03:19:58.635Z,0,590.0,655.0,121.0,-0.049560241401195526,-0.6582445502281189,1758.0,4962.0
52,HLS.L30.T48PXV.2021319T031958.v2.0,LANDSAT-8,PXV,2021-11-15T03:19:58.635Z,2021-11-15T03:19:58.635Z,0,533.0,604.0,71.0,-0.06057782098650932,-0.7630331516265869,1078.0,2251.0
53,HLS.L30.T48PWV.2021319T031958.v2.0,LANDSAT-8,PWV,2021-11-15T03:19:58.635Z,2021-11-15T03:19:58.635Z,0,533.0,604.0,71.0,-0.06049821898341179,-0.7630331516265869,1078.0,2251.0
54,HLS.S30.T48PXA.2021320T032011.v2.0,Sentinel-2A,PXA,2021-11-16T03:34:10.225Z,2021-11-16T03:34:16.842Z,0,,,,,,5099.0,5099.0
55,HLS.S30.T48PWA.2021320T032011.v2.0,Sentinel-2A,PWA,2021-11-16T03:34:11.801Z,2021-11-16T03:34:18.462Z,0,,,,,,5099.0,5099.0
56,HLS.S30.T48PXV.2021320T032011.v2.0,Sentinel-2A,PXV,2021-11-16T03:34:29.527Z,2021-11-16T03:34:29.527Z,0,,,,,,2292.0,2292.0
57,HLS.S30.T48PWV.2021320T032011.v2.0,Sentinel-2A,PWV,2021-11-16T03:34:32.760Z,2021-11-16T03:34:32.760Z,0,,,,,,2292.0,2292.0
58,HLS.S30.T48PXA.2021325T032029.v2.0,Sentinel-2B,PXA,2021-11-21T03:34:11.128Z,2021-11-21T03:34:11.128Z,0,855.0,819.0,676.0,0.0219512190669775,-0.11833550035953522,0.0,5099.0
59,HLS.S30.T48PWA.2021325T032029.v2.0,Sentinel-2B,PWA,2021-11-21T03:34:14.240Z,2021-11-21T03:34:14.240Z,0,856.0,817.0,680.0,0.024059223011136055,-0.11561866104602814,0.0,5099.0
60,HLS.S30.T48PXV.2021325T032029.v2.0,Sentinel-2B,PXV,2021-11-21T03:34:25.743Z,2021-11-21T03:34:25.743Z,0,848.0,822.0,648.0,0.016055624932050705,-0.1350267380475998,0.0,2292.0
61,HLS.S30.T48PWV.2021325T032029.v2.0,Sentinel-2B,PWV,2021-11-21T03:34:28.975Z,2021-11-21T03:34:28.975Z,0,859.0,826.0,674.0,0.01975804939866066,-0.12155601382255554,0.0,2292.0
62,HLS.L30.T48PXA.2021328T031323.v2.0,LANDSAT-8,PXA,2021-11-24T03:13:23.867Z,2021-11-24T03:13:47.775Z,0,975.0,898.0,404.0,0.04104902967810631,-0.4130268096923828,3538.0,5099.0
63,HLS.L30.T48PWA.2021328T031323.v2.0,LANDSAT-8,PWA,2021-11-24T03:13:23.867Z,2021-11-24T03:13:47.775Z,0,975.0,898.0,404.0,0.04104902967810631,-0.4130268096923828,3538.0,5099.0
64,HLS.L30.T48PXV.2021328T031347.v2.0,LANDSAT-8,PXV,2021-11-24T03:13:47.775Z,2021-11-24T03:13:47.775Z,0,,,,,,2292.0,2292.0
65,HLS.L30.T48PWV.2021328T031347.v2.0,LANDSAT-8,PWV,2021-11-24T03:13:47.775Z,2021-11-24T03:13:47.775Z,0,,,,,,2292.0,2292.0
66,HLS.S30.T48PXA.2021330T032051.v2.0,Sentinel-2A,PXA,2021-11-26T03:34:14.058Z,2021-11-26T03:34:14.058Z,0,917.0,912.0,697.0,0.0032751092221587896,-0.13650400936603546,0.0,5099.0
67,HLS.S30.T48PWA.2021330T032051.v2.0,Sentinel-2A,PWA,2021-11-26T03:34:17.173Z,2021-11-26T03:34:17.173Z,0,911.0,907.0,682.0,0.002733734203502536,-0.1441102772951126,0.0,5099.0
68,HLS.S30.T48PXV.2021330T032051.v2.0,Sentinel-2A,PXV,2021-11-26T03:34:28.676Z,2021-11-26T03:34:28.676Z,0,914.0,917.0,690.0,-0.0017026375280693173,-0.13934172689914703,0.0,2292.0
69,HLS.S30.T48PWV.2021330T032051.v2.0,Sentinel-2A,PWV,2021-11-26T03:34:31.911Z,2021-11-26T03:34:31.911Z,0,914.0,913.0,690.0,0.0,-0.14000000059604645,0.0,2292.0
70,HLS.L30.T48PWA.2021335T031935.v2.0,LANDSAT-8,PWA,2021-12-01T03:19:35.483Z,2021-12-01T03:19:59.387Z,0,953.0,921.0,247.0,0.01905280351638794,-0.5905644297599792,0.0,5099.0
71,HLS.L30.T48PXA.2021335T031935.v2.0,LANDSAT-8,PXA,2021-12-01T03:19:35.483Z,2021-12-01T03:19:59.387Z,0,953.0,921.0,247.0,0.01905280351638794,-0.5905644297599792,0.0,5099.0
72,HLS.L30.T48PWV.2021335T031959.v2.0,LANDSAT-8,PWV,2021-12-01T03:19:59.387Z,2021-12-01T03:19:59.387Z,0,964.0,931.0,249.0,0.017689906060695648,-0.5903413891792297,0.0,2292.0
73,HLS.L30.T48PXV.2021335T031959.v2.0,LANDSAT-8,PXV,2021-12-01T03:19:59.387Z,2021-12-01T03:19:59.387Z,0,965.0,931.0,249.0,0.017692137509584427,-0.5903814435005188,0.0,2292.0
74,HLS.S30.T48PXA.2021335T032109.v2.0,Sentinel-2B,PXA,2021-12-01T03:34:09.539Z,2021-12-01T03:34:09.539Z,0,866.0,857.0,664.0,0.004540295340120792,-0.13368283212184906,0.0,5099.0
75,HLS.S30.T48PWA.2021335T032109.v2.0,Sentinel-2B,PWA,2021-12-01T03:34:12.650Z,2021-12-01T03:34:12.650Z,0,865.0,856.0,663.0,0.005316006951034069,-0.13415424525737762,0.0,5099.0
76,HLS.S30.T48PXV.2021335T032109.v2.0,Sentinel-2B,PXV,2021-12-01T03:34:24.150Z,2021-12-01T03:34:24.150Z,0,864.0,862.0,641.0,0.0005727378884330392,-0.149410218000412,0.0,2292.0
77,HLS.S30.T48PWV.2021335T032109.v2.0,Sentinel-2B,PWV,2021-12-01T03:34:27.382Z,2021-12-01T03:34:27.382Z,0,869.0,863.0,651.0,0.0022962111979722977,-0.14478114247322083,0.0,2292.0
78,HLS.S30.T48PXA.2021340T032121.v2.0,Sentinel-2A,PXA,2021-12-06T03:34:13.182Z,2021-12-06T03:34:13.182Z,0,,,,,,5099.0,5099.0
79,HLS.S30.T48PWA.2021340T032121.v2.0,Sentinel-2A,PWA,2021-12-06T03:34:16.297Z,2021-12-06T03:34:16.297Z,0,,,,,,5099.0,5099.0
80,HLS.S30.T48PXV.2021340T032121.v2.0,Sentinel-2A,PXV,2021-12-06T03:34:27.799Z,2021-12-06T03:34:27.799Z,0,,,,,,2292.0,2292.0
81,HLS.S30.T48PWV.2021340T032121.v2.0,Sentinel-2A,PWV,2021-12-06T03:34:31.035Z,2021-12-06T03:34:31.035Z,0,,,,,,2292.0,2292.0
82,HLS.L30.T48PXA.2021343T031935.v2.0,LANDSAT-9,PXA,2021-12-09T03:19:35.265Z,2021-12-09T03:19:59.165Z,0,,,,,,5099.0,5099.0
83,HLS.L30.T48PWA.2021343T031935.v2.0,LANDSAT-9,PWA,2021-12-09T03:19:35.265Z,2021-12-09T03:19:59.165Z,0,,,,,,5099.0,5099.0
84,HLS.L30.T48PXV.2021343T031959.v2.0,LANDSAT-9,PXV,2021-12-09T03:19:59.165Z,2021-12-09T03:19:59.165Z,0,,,,,,2292.0,2292.0
85,HLS.L30.T48PWV.2021343T031959.v2.0,LANDSAT-9,PWV,2021-12-09T03:19:59.165Z,2021-12-09T03:19:59.165Z,0,,,,,,2292.0,2292.0
86,HLS.L30.T48PWA.2021344T031324.v2.0,LANDSAT-8,PWA,2021-12-10T03:13:24.315Z,2021-12-10T03:13:48.214Z,0,653.0,774.0,130.0,-0.08631578832864761,-0.6691542267799377,0.0,5099.0
87,HLS.L30.T48PXA.2021344T031324.v2.0,LANDSAT-8,PXA,2021-12-10T03:13:24.315Z,2021-12-10T03:13:48.214Z,0,653.0,775.0,130.0,-0.08630137145519257,-0.6691542267799377,0.0,5099.0
88,HLS.L30.T48PWV.2021344T031348.v2.0,LANDSAT-8,PWV,2021-12-10T03:13:48.214Z,2021-12-10T03:13:48.214Z,0,648.0,776.0,123.0,-0.09000708907842636,-0.6803069114685059,0.0,2292.0
89,HLS.L30.T48PXV.2021344T031348.v2.0,LANDSAT-8,PXV,2021-12-10T03:13:48.214Z,2021-12-10T03:13:48.214Z,0,648.0,776.0,123.0,-0.09000708907842636,-0.6803069114685059,0.0,2292.0
90,HLS.S30.T48PXA.2021345T032129.v2.0,Sentinel-2B,PXA,2021-12-11T03:34:08.551Z,2021-12-11T03:34:08.551Z,0,624.0,796.0,497.0,-0.12188167870044708,-0.11349418759346008,0.0,5099.0
91,HLS.S30.T48PWA.2021345T032129.v2.0,Sentinel-2B,PWA,2021-12-11T03:34:11.665Z,2021-12-11T03:34:11.665Z,0,577.0,730.0,448.0,-0.12630844116210938,-0.12657004594802856,0.0,5099.0
92,HLS.S30.T48PXV.2021345T032129.v2.0,Sentinel-2B,PXV,2021-12-11T03:34:23.171Z,2021-12-11T03:34:23.171Z,0,622.0,810.0,488.0,-0.13140472769737244,-0.12050359696149826,0.0,2292.0
93,HLS.S30.T48PWV.2021345T032129.v2.0,Sentinel-2B,PWV,2021-12-11T03:34:26.403Z,2021-12-11T03:34:26.403Z,0,615.0,795.0,481.0,-0.1274021416902542,-0.12168344110250473,0.0,2292.0
94,HLS.S30.T48PXA.2021350T032141.v2.0,Sentinel-2A,PXA,2021-12-16T03:34:14.125Z,2021-12-16T03:34:14.125Z,0,282.0,517.0,173.0,-0.2887828052043915,-0.24229075014591217,0.0,5099.0
95,HLS.S30.T48PWA.2021350T032141.v2.0,Sentinel-2A,PWA,2021-12-16T03:34:17.244Z,2021-12-16T03:34:17.244Z,0,334.0,560.0,230.0,-0.2558659315109253,-0.1875,0.0,5099.0
96,HLS.S30.T48PXV.2021350T032141.v2.0,Sentinel-2A,PXV,2021-12-16T03:34:28.734Z,2021-12-16T03:34:28.734Z,0,257.0,505.0,143.0,-0.32356858253479004,-0.28109312057495117,0.0,2292.0
97,HLS.S30.T48PWV.2021350T032141.v2.0,Sentinel-2A,PWV,2021-12-16T03:34:31.973Z,2021-12-16T03:34:31.973Z,0,248.0,486.0,139.0,-0.3205479383468628,-0.2795834541320801,0.0,2292.0
98,HLS.L30.T48PXA.2021351T031934.v2.0,LANDSAT-8,PXA,2021-12-17T03:19:34.012Z,2021-12-17T03:19:57.916Z,0,,,,,,5099.0,5099.0
99,HLS.L30.T48PWA.2021351T031934.v2.0,LANDSAT-8,PWA,2021-12-17T03:19:34.012Z,2021-12-17T03:19:57.916Z,0,,,,,,5099.0,5099.0
100,HLS.L30.T48PWV.2021351T031957.v2.0,LANDSAT-8,PWV,2021-12-17T03:19:57.916Z,2021-12-17T03:19:57.916Z,0,,,,,,2292.0,2292.0
101,HLS.L30.T48PXV.2021351T031957.v2.0,LANDSAT-8,PXV,2021-12-17T03:19:57.916Z,2021-12-17T03:19:57.916Z,0,,,,,,2292.0,2292.0
102,HLS.L30.T48PWA.2021352T031319.v2.0,LANDSAT-9,PWA,2021-12-18T03:13:19.406Z,2021-12-18T03:13:43.306Z,0,387.0,622.0,307.0,-0.23003801703453064,-0.11833550035953522,0.0,5099.0
103,HLS.L30.T48PXA.2021352T031319.v2.0,LANDSAT-9,PXA,2021-12-18T03:13:19.406Z,2021-12-18T03:13:43.306Z,0,387.0,622.0,307.0,-0.23002886772155762,-0.11833550035953522,0.0,5099.0
104,HLS.L30.T48PWV.2021352T031343.v2.0,LANDSAT-9,PWV,2021-12-18T03:13:43.306Z,2021-12-18T03:13:43.306Z,0,384.0,629.0,310.0,-0.2404809594154358,-0.10676691681146622,0.0,2292.0
105,HLS.L30.T48PXV.2021352T031343.v2.0,LANDSAT-9,PXV,2021-12-18T03:13:43.306Z,2021-12-18T03:13:43.306Z,0,384.0,629.0,310.0,-0.2404809594154358,-0.10676691681146622,0.0,2292.0
106,HLS.S30.T48PXA.2021355T032139.v2.0,Sentinel-2B,PXA,2021-12-21T03:34:08.692Z,2021-12-21T03:34:08.692Z,0,,,,,,5099.0,5099.0
107,HLS.S30.T48PWA.2021355T032139.v2.0,Sentinel-2B,PWA,2021-12-21T03:34:11.806Z,2021-12-21T03:34:11.806Z,0,,,,,,5099.0,5099.0
108,HLS.S30.T48PXV.2021355T032139.v2.0,Sentinel-2B,PXV,2021-12-21T03:34:23.307Z,2021-12-21T03:34:23.307Z,0,,,,,,2292.0,2292.0
109,HLS.S30.T48PWV.2021355T032139.v2.0,Sentinel-2B,PWV,2021-12-21T03:34:26.543Z,2021-12-21T03:34:26.543Z,0,,,,,,2292.0,2292.0
110,HLS.L30.T48PXA.2021359T031931.v2.0,LANDSAT-9,PXA,2021-12-25T03:19:31.251Z,2021-12-25T03:19:55.146Z,0,359.0,665.0,232.0,-0.29445508122444153,-0.1955445557832718,3652.0,5099.0
111,HLS.L30.T48PWA.2021359T031931.v2.0,LANDSAT-9,PWA,2021-12-25T03:19:31.251Z,2021-12-25T03:19:55.146Z,0,359.0,665.0,232.0,-0.29445508122444153,-0.1955445557832718,3652.0,5099.0
112,HLS.L30.T48PWV.2021359T031955.v2.0,LANDSAT-9,PWV,2021-12-25T03:19:55.146Z,2021-12-25T03:19:55.146Z,0,291.0,616.5,254.5,-0.35912689566612244,-0.04585888981819153,2064.0,2292.0
113,HLS.L30.T48PXV.2021359T031955.v2.0,LANDSAT-9,PXV,2021-12-25T03:19:55.146Z,2021-12-25T03:19:55.146Z,0,291.0,616.5,254.5,-0.35912689566612244,-0.04585888981819153,2064.0,2292.0
114,HLS.L30.T48PWA.2021360T031320.v2.0,LANDSAT-8,PWA,2021-12-26T03:13:20.102Z,2021-12-26T03:13:44.006Z,0,148.0,407.0,14.0,-0.4656771719455719,-0.8260869383811951,0.0,5099.0
115,HLS.L30.T48PXA.2021360T031320.v2.0,LANDSAT-8,PXA,2021-12-26T03:13:20.102Z,2021-12-26T03:13:44.006Z,0,148.0,407.0,14.0,-0.4656771719455719,-0.8260869383811951,0.0,5099.0
116,HLS.L30.T48PWV.2021360T031344.v2.0,LANDSAT-8,PWV,2021-12-26T03:13:44.006Z,2021-12-26T03:13:44.006Z,0,138.0,404.0,9.0,-0.48987096548080444,-0.875,0.0,2292.0
117,HLS.L30.T48PXV.2021360T031344.v2.0,LANDSAT-8,PXV,2021-12-26T03:13:44.006Z,2021-12-26T03:13:44.006Z,0,138.0,404.0,9.0,-0.48987096548080444,-0.875,0.0,2292.0
118,HLS.S30.T48PXA.2021360T032141.v2.0,Sentinel-2A,PXA,2021-12-26T03:34:15.542Z,2021-12-26T03:34:15.542Z,0,111.0,371.0,36.0,-0.5377969741821289,-0.5,266.0,5099.0
119,HLS.S30.T48PWA.2021360T032141.v2.0,Sentinel-2A,PWA,2021-12-26T03:34:18.662Z,2021-12-26T03:34:18.662Z,0,134.0,386.0,64.0,-0.48248523473739624,-0.3441959321498871,263.0,5099.0
120,HLS.S30.T48PXV.2021360T032141.v2.0,Sentinel-2A,PXV,2021-12-26T03:34:30.153Z,2021-12-26T03:34:30.153Z,0,105.0,374.5,24.0,-0.5639089345932007,-0.6239959001541138,0.0,2292.0
121,HLS.S30.T48PWV.2021360T032141.v2.0,Sentinel-2A,PWV,2021-12-26T03:34:33.394Z,2021-12-26T03:34:33.394Z,0,95.0,354.0,16.0,-0.5776820182800293,-0.6986141204833984,0.0,2292.0
122,HLS.S30.T48PXA.2021365T032129.v2.0,Sentinel-2B,PXA,2021-12-31T03:34:09.926Z,2021-12-31T03:34:09.926Z,0,119.0,383.0,45.0,-0.5263158082962036,-0.44973546266555786,0.0,5099.0
123,HLS.S30.T48PWA.2021365T032129.v2.0,Sentinel-2B,PWA,2021-12-31T03:34:13.041Z,2021-12-31T03:34:13.041Z,0,223.0,483.0,159.0,-0.36886394023895264,-0.17010308802127838,0.0,5099.0
124,HLS.S30.T48PXV.2021365T032129.v2.0,Sentinel-2B,PXV,2021-12-31T03:34:24.543Z,2021-12-31T03:34:24.543Z,0,117.5,392.0,44.0,-0.5384615659713745,-0.4522292912006378,0.0,2292.0
125,HLS.S30.T48PWV.2021365T032129.v2.0,Sentinel-2B,PWV,2021-12-31T03:34:27.778Z,2021-12-31T03:34:27.778Z,0,108.0,371.5,35.0,-0.5477178692817688,-0.5076923370361328,0.0,2288.0
126,HLS.L30.T48PXA.2022002T031928.v2.0,LANDSAT-8,PXA,2022-01-02T03:19:28.567Z,2022-01-02T03:19:52.475Z,0,158.0,403.0,39.0,-0.43396225571632385,-0.5977011322975159,0.0,5099.0
127,HLS.L30.T48PWA.2022002T031928.v2.0,LANDSAT-8,PWA,2022-01-02T03:19:28.567Z,2022-01-02T03:19:52.475Z,0,158.0,403.0,39.0,-0.43396225571632385,-0.5977011322975159,0.0,5099.0
128,HLS.L30.T48PXV.2022002T031952.v2.0,LANDSAT-8,PXV,2022-01-02T03:19:52.475Z,2022-01-02T03:19:52.475Z,0,149.0,396.0,34.0,-0.4547063708305359,-0.6217864155769348,0.0,2292.0
